"APN","PROJECT NUMBER","NAME","ADDRESS","SITE_#","COMMUNITY","COUNCIL DISTRICT","DEVELOPMENT STAGE","CONSTRUCTION TYPE","HOUSING TYPE","HCIDLA FUNDED","LEVERAGE","TAX EXEMPT CONDUIT BOND","TDC","PHOTO","JOBS","DEVELOPER","MANAGEMENT COMPANY","CONTACT PHONE"
"5143013034","16-123081","CRESCENT VILLAGES (RECAP) (SITE 2)","1315 W 7TH ST CA 90017","2","WESTLAKE","1","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","535,608.00","15,855,122.00","10,144,000.00","26,534,730.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Valued Housing II, LLC","N/A","N/A"
"5154027029","18-125018","WEST THIRD APARTMENTS","1900 W 3RD ST CA 90057","1","WESTLAKE","1","UNDERCONSTRUCTION","REHAB","SPECIAL NEEDS","10,291,998.00","32,097,588.00","0.00","42,389,586.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Figueroa Economical Housing Development Corporation","STEP UP ON SECOND, INC.","(310) 576-1308"
"5141024013","60006","CARONDELET COURT APT HOMES","816 S CARONDELET ST 1-33 CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2,587,880.00","10,716,545.00","0.00","13,304,425.00","http://hcidapp.lacity.org/mpphotos/060006/Photo/Website/CD%201%20-%20Carondelet%20Court.JPG","78","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 384-3118"
"5446025013","14-121118","MARMION WAY APARTMENTS","3500 N MARMION WAY CA 90065","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","5,315,691.00","16,387,727.00","0.00","21,703,418.00","http://hcidapp.lacity.org/mpphotos/14-121118/Photo/Website/100_3940.png","158","D.L.Horn & Associates, LLC","CONAM MANAGEMENT","(858) 614-7459"
"5208019043","05-117217","LEXINGTON APARTMENTS A/B","3035 N SIERRA ST CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","6,771,719.00","10,247,566.00","17,019,285.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5154031033","60068","VILLAS DEL LAGO","456 S LAKE ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","5,282,280.00","20,093,729.00","0.00","25,376,009.00","http://hcidapp.lacity.org/mpphotos/060068/Photo/Website/CD%201%20-%20Villas%20Del%20Lago.jpg","152","W.O.R.K.S.,","FPI MANAGEMENT","(714) 641-5110"
"5160005028","40007","TEMPLE VILLAS","1421 W TEMPLE ST 1-52 CA 90026","1","ECHO PARK","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","3,137,768.00","10,165,531.00","0.00","13,303,299.00","http://hcidapp.lacity.org/mpphotos/040007/Photo/Website/CD%201%20-%20Temple%20Villas%20-%20040007.jpg","62","TEMPLE VILLAS. L.P.,","COMMUNITY HOUSING MANAGEMENT SERVICES","(562) 597-6200"
"5141014008","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 3)","743 S CARONDELET ST CA 90057","3","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,334,438.00","8,579,256.00","15,913,694.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5137025004","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 8)","1546 W 11TH PL CA 90015","8","PICO-UNION","1","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,334,438.00","8,579,256.00","15,913,694.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5124031013","70172","TWO WORLD APARTMENTS","809 W 23RD ST CA 90007","1","UNIVERSITY PARK","1","READY FOR OCCUPANCY","REHAB","SENIORS","3,225,000.00","17,094,146.00","0.00","20,319,146.00","http://hcidapp.lacity.org/mpphotos/070172/Photo/Website/Two%20Worlds%20809%20W.%2023rd%20St.%20-%20070172.png","99","TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,","N/A","N/A"
"5143020023","02-118256","SAN LUCAS APARTMENTS","1221 W 7TH ST CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","0.00","0.00","0.00","0.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"N/A","GSL PROPERRTY MANAGEMENT","N/A"
"5078028023","15-122038","PILGRIM TOWER APTS.","1207 S VERMONT AVE CA 90006","1","KOREATOWN","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","35,561,059.00","0.00","35,561,059.00","http://hcidapp.lacity.org/mpphotos/15-122038/Photo/Website/150_2866.png",,"Brookmore Apartment Corporation","CARING HOUSING MINISTRIES","(626) 300-2440"
"5154026026","80051","BONNIE BRAE APARTMENT HOMES","501 S BONNIE BRAE ST  Los Angeles, CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,400,000.00","19,143,914.00","0.00","25,543,914.00","http://hcidapp.lacity.org/mpphotos/080051/Photo/Website/bonniebrae500_12-.png","190","AMERICAN COMMUNITIES, LLC","THE JOHN STEWART COMPANY","(213) 401-1330"
"5160020051","11-118624","VISTA ANGELINA","418 N EAST EDGEWARE ROAD CA 90026","1","TEMPLE-BEAUDRY","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","9,932,434.00","6,227,000.00","16,159,434.00","http://hcidapp.lacity.org/mpphotos/11-118624/Photo/Website/Vista%20Angelina%20png.png","82","Related Development Company of California","RELATED MANAGEMENT CO.","(949) 660-390"
"5124011008","07-117233","HDR I & II (SITE 4)","2375 S SCARFF ST CA 90007","4","UNIVERSITY PARK","1","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","8,116,043.00","6,787,000.00","14,903,043.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Spruce DEV LA, LLC","PK MANAGEMENT","(818) 808-0600"
"5154035003","12-118876","KNOB HILL APTS.","2403 W 4TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","1,100,000.00","13,788,616.00","0.00","14,888,616.00","http://hcidapp.lacity.org/mpphotos/12-118876/Photo/Website/Nob%20Hills.png","139","Affordable Housing CDC, Inc.","TELACU PROPERTY MANAGEMENT","(323) 485-5110"
"5211007052","70026","MANITOU VISTAS II","3416 E MANITOU AVE CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","1,519,500.00","8,845,275.00","0.00","10,364,775.00","http://hcidapp.lacity.org/mpphotos/070026/Photo/Website/CD%201%20-%20Manitou%20Vistas%20II%20-%20070026.JPG","77","ADVANCED DEVELOPMENT & INVESTMENT,","BARKER MANAGEMENT, INC.","(714) 533-3450"
"5210008030","60083","SICHEL FAMILY APARTMENTS","1805 N SICHEL ST 1-37 CA 90031","1","LINCOLN HEIGHTS","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2,877,300.00","11,028,167.00","0.00","13,905,467.00","http://hcidapp.lacity.org/mpphotos/060083/Photo/Website/sichel1805sichel1of211308%20cropped.png","75","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5124024010","15-122656","ST. JAMES PARK (SITE 3)","44 ST JAMES ST  Los Angeles, CA 90007","3","UNIVERSITY PARK","1","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","27,481,703.00","9,879,228.00","37,360,931.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Retirement Housing Foundation","FOUNDATION PROPERTY MANAGEMENT, INC.","(213) 746-9548"
"5056030010","06-117222","WINDWARD APTS (A/B) (SITE 2)","1514 W 20TH ST CA 90007","2","WEST ADAMS","1","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,438,473.00","4,641,342.00","12,079,815.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"5442002908","12-118780","RIO VISTA APARTMENTS","1515 N SAN FERNANDO ROAD 1-87 CA 90031","1","ATWATER VILLAGE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,022,354.00","23,669,584.00","0.00","29,691,938.00","http://hcidapp.lacity.org/mpphotos/12-118780/Photo/Website/DSCF7272.png","277","McCormack Baron Salazar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.","(213) 236-2694"
"5142023013","18-124724","ARIA APARTMENTS (FKA CAMBRIA APTS)","1532 W CAMBRIA ST CA 90017","1","WESTLAKE","1","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","24,000,000.00","0.00","0.00","24,000,000.00","http://hcidapp.lacity.org/mpphotos/18-124724/Photo/Website/Cambria.JPG",,"Affirmed Housing Group, Inc","SOLARI ENTERPRISES","(714) 282-2520"
"5153006024","50035","UNION POINT","420 S UNION DR 1-21 CA 90017","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2,334,000.00","5,910,494.00","0.00","8,244,494.00","http://hcidapp.lacity.org/mpphotos/050035/Photo/Website/CD%201%20-%20Union%20Point%20Apts.jpg","40","META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"5142014047","16-123081","CRESCENT VILLAGES (RECAP) (SITE 3)","731 S BEACON AVE CA 90017","3","WESTLAKE","1","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","535,608.00","15,855,122.00","10,144,000.00","26,534,730.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"Valued Housing II, LLC","N/A","N/A"
"5155029010","20279","ASBURY","2501 W 6TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","N/A","N/A","4,018,000.00","3,307,020.00","5,600,000.00","12,925,020.00","http://hcidapp.lacity.org/mpphotos/020279/Photo/Website/CD%201%20-%20Asbury%20Apts..jpg","18","LOS ANGELES HOUSING PARTNERSHIP,","LOS ANGELES HOUSING PARTNERSHIP, INC.","N/A"
"5154026001","14-121117","THE PASEO AT CALIFORNIAN","1901 W 6TH ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,361,830.00","12,978,417.00","2,700,000.00","22,040,247.00","http://hcidapp.lacity.org/mpphotos/14-121117/Photo/Website/Paseo%20At%20Californian.png","166","American Communities, LLC","FOUNDATION PROPERTY MANAGEMENT, INC.","N/A"
"5414013900","13-119070","BLOSSOM PLAZA","900 N NORTH BROADWAY CA 90012","1","WHOLESALE DISTRICT","1","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","6,874,398.00","22,244,151.00","0.00","29,118,549.00","http://hcidapp.lacity.org/mpphotos/13-119070/Photo/Website/Final%20Picture.png","794","Forest City Blossom, LLC","N/A","N/A"
"5141001036","80056","PARKVIEW ON THE PARK","622 S ALVARADO ST CA 90057","1","WESTLAKE","1","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","6,000,000.00","15,159,034.00","0.00","21,159,034.00","http://hcidapp.lacity.org/mpphotos/080056/Photo/Website/080056%2009-05-2008.jpg","158","LOS ANGELES HOUSING PARTNERSHIP,","AFFORDABLE COMMUNITIES/SOCAL","(714) 641-5110 x418"
"2239015008","16-123141","VIVIENDAS DEL VALLE (RECAP)","14045 W OXNARD ST  VAN NUYS, CA 91401","1","VAN NUYS","2","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","13,824,218.00","7,875,467.00","21,699,685.00","http://hcidapp.lacity.org/mpphotos/16-123141/Photo/Website/Viviendas%20del%20Valle.JPG",,"Abode Communities","ABODE COMMUNITIES","(213) 225-2780"
"2327017034","115","COLONIA CORONA APTS","13044 W SHERMAN WAY CA 91605","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","10,527,004.00","5,835,087.00","2,918,726.00","19,280,817.00","http://hcidapp.lacity.org/mpphotos/000115/Photo/Website/CD%202%20-%20Colonia%20Corona.JPG","146","HERMANDAD LA ECONOMICS AND COMMUNITY DEV CORP,","SOLARI ENTERPRISES, INC.","(714) 282-2520"
"2328014046","30115","HFL VAN NUYS APARTMENTS","13457 W VANOWEN ST CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","975,900.00","2,688,221.00","0.00","3,664,121.00","http://hcidapp.lacity.org/mpphotos/030115/Photo/Website/CD%202%20-%20HFL%20Van%20Nuys.jpg","20","N/A","CARING HOUSING MINISTRIES","(626) 300-2447"
"2350006042","10-117669","NOHO SENIOR VILLAS","5525 N KLUMP AVE 1-49 CA 91601","1","NORTH HOLLYWOOD","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4,932,825.00","12,092,852.00","0.00","17,025,677.00","http://hcidapp.lacity.org/mpphotos/10-117669/Photo/Website/10-117669.JPG","139","NoHo Senior Villas, L.P.","THE JOHN STEWART COMPANY","(213) 787-2700"
"2421011046","09-117383","VINELAND AVENUE SENIOR HOUSING","4900 N VINELAND AVE 1-82 CA 91601","1","NORTH HOLLYWOOD","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","1,200,212.00","19,057,134.00","0.00","20,257,346.00","http://hcidapp.lacity.org/mpphotos/09-117383/Photo/Website/09-117383.jpg","165","VINELAND AVENUE SENIOR HOUSING, L.P.","MENORAH HOUSING FOUNDATION","(310) 475-6083"
"2216002058","12-119044","HAZELTINE & WYANDOTTE","7250 N HAZELTINE AVE  VAN NUYS, CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","8,271,924.00","10,381,000.00","18,652,924.00","http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website/150_1637.png","41","INSITE DEVELOPMENT, LLC","IRONWOOD COMPANY","(818) 789-5550"
"2328008008","14-121716","CREST APARTMENTS","13604 W SHERMAN WAY CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","4,200,000.00","19,590,200.00","0.00","23,790,200.00","http://hcidapp.lacity.org/mpphotos/14-121716/Photo/Website/P9130382.png","174","Skid Row Housing Trust","THE JOHN STEWART COMPANY","(213) 833-1860"
"2416010066","18-125110","HARMONY GATES (RECAP)","5220 N HARMONY AVE CA 91601","1","NORTH HOLLYWOOD","2","UNDERCONSTRUCTION","ACQUISITION + REHAB","FAMILY","0.00","0.00","0.00","0.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"N/A","IRONWOOD MANAGEMENT","(818) 789-5550"
"2322020066","11-118721","HAMLIN ESTATES","11735 W HAMLIN ST CA 91606","1","NORTH HOLLYWOOD","2","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","2,936,450.00","3,211,916.00","6,148,366.00","http://hcidapp.lacity.org/mpphotos/11-118721/Photo/Website/Hamlin150_1749.JPG","27","The Hampstead Group, Inc","EDGEWOOD MANAGEMENT CORPORATION","(301) 562-1600"
"2216034019","80055","IVY TERRACE  AKA THREE COURTYARDS APTS.","13751 W SHERMAN WAY 1-52 CA 91405","1","VALLEY GLEN","2","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","7,762,524.00","16,182,763.00","0.00","23,945,287.00","http://hcidapp.lacity.org/mpphotos/080055/Photo/Website/080055.JPG","205","N/A","DESIGN CENTER HOUSING SERVICES","(310) 518-5398"
"2125015003","12-118779","RIVERWALK AT RESEDA","18425 W KITTRIDGE ST CA 91335","1","RESEDA","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","301,059.00","23,698,618.00","0.00","23,999,677.00","http://hcidapp.lacity.org/mpphotos/12-118779/Photo/Website/12-118779.JPG","195","Abode Community Housing","ABODE COMMUNITIES (PROP MGMT DIVISION)","(213) 225-2754"
"2138005006","50030","HART VILLAGE","6941 N OWENSMOUTH AVE CA 91303","1","CANOGA PARK","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","2,538,000.00","16,109,027.00","0.00","18,647,027.00","http://hcidapp.lacity.org/mpphotos/050030/Photo/Website/CD%203%20-%20Hart%20Village.jpg","117","Abode Communities previously known as LA COMMUNITY DESIGN CENTER","ABODE COMMUNITIES","(213) 225-2770"
"2111005028","124","TIERRA DEL SOL","7500 N ALABAMA AVE 1-119 CA 91303","1","CANOGA PARK","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","LARGE FAMILY / WAIVER REQUIRED","8,125,000.00","15,158,179.00","2,103,714.00","25,386,893.00","http://hcidapp.lacity.org/mpphotos/000124/Photo/Website/CD%203%20-%20Tierra%20Del%20Sol%20-%20000124.jpg","169","NEW ECONOMICS FOR WOMEN,","NEW CAPITAL LLC","(818) 887-6920"
"2137020037","13-119323","WINNETKA SENIOR APARTMENTS","20750 W SHERMAN WAY CA 91306","1","CANOGA PARK","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","4,400,000.00","8,461,013.00","5,500,000.00","18,361,013.00","http://hcidapp.lacity.org/mpphotos/13-119323/Photo/Website/HIMS%20Photo.png","191","Meta Housing Corporation","THE JOHN STEWART COMPANY","(213) 833-1860"
"2119021045","10-117559","CANBY WOODS SENIOR HOUSING","7238 N CANBY AVE 1-98 CA 91335","1","RESEDA","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2,347,003.00","22,425,602.00","0.00","24,772,605.00","http://hcidapp.lacity.org/mpphotos/10-117559/Photo/Website/10-117559.JPG","212","THOMAS SAFRAN & ASSOCIATES","THOMAS SAFRAN & ASSOCIATES","(310) 820-4888"
"2129035082","10-117639","SHERMAN VILLAGE","7135 N WILBUR AVE CA 91335","1","RESEDA","3","READY FOR OCCUPANCY","NEW CONSTRUCTION","FAMILY","2,495,405.00","23,873,005.00","0.00","26,368,410.00","http://hcidapp.lacity.org/mpphotos/10-117639/Photo/Website/10-117639.JPG","187","Sherman Village Apartments, LP","SOLARI I ENTERPRISES INC.","(714) 282-2520 x211"
"5504022026","15-122419","HANCOCK GARDENS","303 S VAN NESS AVE CA 90020","1","HANCOCK PARK","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","26,719,608.00","0.00","26,719,608.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"THOMAS SAFRAN & ASSOCIATES, Inc","THOMAS SAFRAN & ASSOCIATES INC","(310) 820 x4888"
"5544010027","80004","HOLLYWOOD BUNGALOW COURTS","1721 N KINGSLEY DR  LOS ANGELES, CA 90027","1","THAI TOWN","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","4,390,000.00","17,823,840.00","0.00","22,213,840.00","http://hcidapp.lacity.org/mpphotos/080004/Photo/Website/CD%2014%20-%20Hollywood%20Bungalows%20-%201721%20Kingsley.jpg","104","HOLLYWOOD COMMUNITY HOUSING CORP.,","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"5433023040","11-118594","SILVERLAKE APARTMENTS","3740 W EVANS ST CA 90027","1","SILVERLAKE","4","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","16,093,022.00","9,300,000.00","25,393,022.00","http://hcidapp.lacity.org/mpphotos/11-118594/Photo/Website/Silverlake.png","84","Silverlake VOA Affordable Housing, L.P.","SILVERLAKE VOA AFFORDABLE HOUSING, L.P.","(804) 739-4812"
"5092003023","14-121119","LDK SENIOR APARTMENTS","900 S CRENSHAW BLVD CA 90019","1","COUNTRY CLUB PARK","4","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","7,687,337.00","17,414,515.00","212,000.00","25,313,852.00","http://hcidapp.lacity.org/mpphotos/14-121119/Photo/Website/100_3401.png","199","LTSC COMMUNITY DEVELOPMENT CORP,","LEVINE MANAGEMENT GROUP, INC.","(310) 358-3489"
"5586006016","15-122495","HCHC RECAP I","1924 N ARGYLE AVE CA 90068","1","HOLLYWOOD HILLS","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","7,026,512.00","1,126,600.00","8,153,112.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","57","HOLLYWOOD COMMUNITY HOUSING CORP.,","BARKER MANAGEMENT INC.","(714) 533-3450"
"5532021026","17-124372","MCCADDEN PLAZA YOUTH HOUSING","1136 N MCCADDEN PL CA 90038","1","MELROSE","4","UNDERCONSTRUCTION","NEW CONSTRUCTION","SPECIAL NEEDS","5,518,298.00","0.00","0.00","5,518,298.00","http://hcidapp.lacity.org/mpphotos/17-124372/Photo/Website/AMRC%2010-24-16%20(cannot%20be%20uploaded%20bc%20not%20in%20hims%20yet).JPG",,"Thomas Safran & Associates Development, Inc.","THOMAS SAFRAN & ASSOCIATES, INC.","(310) 820-4888"
"5548018027","12-118880","MICHAEL'S VILLAGE","7160 W SUNSET BLVD  HOLLYWOOD, CA 90046","1","HOLLYWOOD","4","READY FOR OCCUPANCY","REHAB","SPECIAL NEEDS","1,301,307.00","3,677,788.00","0.00","4,979,095.00","http://hcidapp.lacity.org/mpphotos/12-118880/Photo/Website/Michaels_Village.png","8","Step Up on Second Street, Inc.","BARKER MANAGEMENT INCORPORATED","(714) 533-3450"
"2263009024","13-119143","ORANGE WOOD COURT","5050 N SEPULVEDA BLVD CA 91403","1","SHERMAN OAKS","4","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","7,321,491.00","9,334,100.00","16,655,591.00","http://hcidapp.lacity.org/mpphotos/13-119143/Photo/Website/orangewood%20court.png","61","Community Preservation Partners, LLC","PROFESSIONAL PROPERTY MANAGEMENT LLC","(815) 397-8827"
"5532021032","17-124490","MCCADDEN CAMPUS SENIOR (AKA MCCADDEN PLAZA SENIOR)","1127 N Las Palmas AVE  Los Angeles, CA 90038","1","MELROSE","4","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","10,430,159.00","0.00","0.00","10,430,159.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","294","Thomas Safran & Associates Development, Inc.","N/A","N/A"
"5589034026","06-117195","CONCORD APARTMENTS (GRP. A & B) (SITE 4)","1801 N ALEXANDRIA AVE CA 90027","4","LOS FELIZ","4","READY FOR OCCUPANCY","REHAB","FAMILY","0.00","7,334,438.00","8,579,256.00","15,913,694.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png",,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.","(323) 231-4174"
"4305014900","15-122532","PICO ROBERTSON SENIOR COMMUNITY","8866 W PICO BLVD CA 90035","1","CRESTVIEW","5","UNDERCONSTRUCTION","NEW CONSTRUCTION","SENIORS","2,789,400.00","27,234,078.00","0.00","30,023,478.00","http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png","244","Mercy Housing California","MERCY HOUSING MANAGEMENT GROUP","(415) 355-7124"
"4322010032","07-117248","PICO VETERAN SENIOR HOUSING","10991 W PICO BLVD CA 90064","1","RANCHO PARK","5","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2,400,000.00","8,573,015.00","0.00","10,973,015.00","http://hcidapp.lacity.org/mpphotos/07-117248/Photo/Website/Pico%20Veteran%20Senior%20Housing.jpg","108","MENORAH HOUSING FOUNDATION,(App)","MENORAN HOUSING FOUNDATION","(310) 475-6083"
"2639008137","70031","PANORAMA VIEW","9222 N VAN NUYS BLVD 1-89 CA 91402","1","PANORAMA CITY","6","READY FOR OCCUPANCY","REHAB","SENIORS","2,175,000.00","12,467,773.00","0.00","14,642,773.00","http://hcidapp.lacity.org/mpphotos/070031/Photo/Website/CD%207%20-%20Panorama%20View.jpg","75","JAMBOREE HOUSING CORPORATION,","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"2218021034","11-118659","FICKETT TOWERS","14801 W SHERMAN WAY  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","5,648,228.00","15,500,000.00","21,148,228.00","http://hcidapp.lacity.org/mpphotos/11-118659/Photo/Website/Fickett.png",,"Camino Mercado Partners, L.P.","EDGEWOOD MANAGEMENT CORPORATION","(301) 562-1600"
"2654021043","80003","COLUMBUS SQUARE","8557 N COLUMBUS AVE CA 91343","1","NORTH HILLS","6","READY FOR OCCUPANCY","REHAB","SENIORS","2,350,000.00","9,475,459.00","0.00","11,825,459.00","http://hcidapp.lacity.org/mpphotos/080003/Photo/Website/CD%207%20-%20Columbus%20Square.jpg","51","Columbus Preservation Limited Partnership","PRESERVATION PARTNERS MANAGEMENT GROUP","(310) 802-6673"
"2654011022","70046","RAYEN APARTMENTS","15320 W RAYEN ST 1-49 CA 91343","1","NORTH HILLS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","4,547,648.00","10,522,216.00","0.00","15,069,864.00","http://hcidapp.lacity.org/mpphotos/070046/Photo/Website/Rayen%20Apts.JPG","122","A COMMUNITY OF FRIENDS,","BARKER MANAGEMENT, INC.","(213) 725-2897"
"2221019117","13-119140","VISTAS APARTMENTS","15211 W SHERMAN WAY 1-99  VAN NUYS, CA 91405","1","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","SENIORS","0.00","11,506,201.00","10,707,645.00","22,213,846.00","http://hcidapp.lacity.org/mpphotos/13-119140/Photo/Website/Vistas%20Apartmetns.png","79","RETIREMENT HOUSING FOUNDATION,","RETIREMENT HOUSING FOUNDATION,","N/A"
"2218023009","12-119044","HAZELTINE & WYANDOTTE (SITE 2)","14630 W WYANDOTTE ST  VAN NUYS, CA 91405","2","VAN NUYS","6","READY FOR OCCUPANCY","ACQUISITION + REHAB","FAMILY","0.00","8,271,924.00","10,381,000.00","18,652,924.00","http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website%20Site2/150_1643.png","41","INSITE DEVELOPMENT, LLC","IRONWOOD COMPANY","(818) 789-5550"
"2408006038","09-117266","GLENOAKS GARDENS","8925 N GLENOAKS BLVD CA 91352","1","SUN VALLEY","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SPECIAL NEEDS","2,223,673.00","16,396,025.00","0.00","18,619,698.00","http://hcidapp.lacity.org/mpphotos/09-117266/Photo/Website/glenoaks89251512_001-.png","171","L.A. FAMILY HOUSING","LA FAMILY HOUSING CORPORATION","(818) 255-2745"
"2654037082","10-117634","LA CORUNA SENIOR APARTMENTS","15301 W LANARK ST 1-87 CA 91405","1","NORTH HILLS","6","READY FOR OCCUPANCY","NEW CONSTRUCTION","SENIORS","2,123,930.00","23,513,261.00","0.00","25,637,191.00","http://hcidapp.lacity.org/mpphotos/10-117634/Photo/Website/10-117634.JPG","216","META HOUSING CORPORATION","WESTERN SENIORS HOUSING, INC.","(818) 442-0170"
